holdercnt,legal_area,grantyear,grantmonth,grantday,grantdayofweek,grantquarter,startyear,startmonth,startday,startdayofweek,startquarter,endyear,endmonth,endday,enddayofweek,endquarter,is_live,type_COAL MINING LEASE,type_EXPLORATION LICENCE,survstatus_SURVEYED,survstatus_UNSURVEYED,fmt_tenid_freq
1.0,10.0,2017,2,14,1,1,2016,3,16,2,1,2027,2,13,5,1,1,0,1,0,1,0.0002
1.0,9.0,2016,11,23,2,4,2016,3,17,3,1,2026,11,22,6,4,1,0,1,0,1,0.0002
2.0,20.0,2017,10,17,1,4,2016,3,18,4,1,2027,10,16,5,4,1,0,1,0,1,0.0002
1.0,4.0,2017,1,20,4,1,2016,3,23,2,1,2027,1,19,1,1,1,0,1,0,1,0.0002
1.0,26.0,2017,11,21,1,4,2016,3,29,1,1,2027,11,20,5,4,1,0,1,0,1,0.0002
1.0,19.0,2016,11,30,2,4,2016,4,6,2,2,2026,11,29,6,4,1,0,1,0,1,0.0002
1.0,5.0,2017,11,21,1,4,2016,4,7,3,2,2027,11,20,5,4,1,0,1,0,1,0.0002
1.0,25.0,2018,2,20,1,1,2016,4,15,4,2,2028,2,19,5,1,1,0,1,0,1,0.0002
1.0,11.0,2017,7,24,0,3,2016,4,15,4,2,2027,7,23,4,3,1,0,1,0,1,0.0002
1.0,20.0,2018,11,23,4,4,2016,4,20,2,2,2028,11,22,2,4,1,0,1,0,1,0.0002
1.0,7.0,2017,8,21,0,3,2016,4,26,1,2,2027,8,20,4,3,1,0,1,0,1,0.0002
1.0,4.0,2016,12,19,0,4,2016,4,28,3,2,2026,12,18,4,4,1,0,1,0,1,0.0002
1.0,6.0,2016,12,19,0,4,2016,4,28,3,2,2026,12,18,4,4,1,0,1,0,1,0.0002
1.0,4.0,2017,8,10,3,3,2016,5,6,4,2,2027,8,9,0,3,1,0,1,0,1,0.0002
1.0,3.0,2018,1,18,3,1,2016,5,16,0,2,2028,1,17,0,1,1,0,1,0,1,0.0002
1.0,20.0,2018,1,16,1,1,2016,5,16,0,2,2028,1,15,5,1,1,0,1,0,1,0.0002
1.0,9.0,2019,5,9,3,2,2016,5,16,0,2,2029,5,8,1,2,1,0,1,0,1,0.0002
1.0,17.0,2017,3,10,4,1,2016,5,24,1,2,2027,3,9,1,1,1,0,1,0,1,0.0002
1.0,9.0,2017,10,25,2,4,2016,6,17,4,2,2027,10,24,6,4,1,0,1,0,1,0.0002
1.0,80.0,2017,12,4,0,4,2016,6,27,0,2,2027,12,3,4,4,1,0,1,0,1,0.0002
1.0,4.0,2017,3,28,1,1,2016,6,29,2,2,2027,3,27,5,1,1,0,1,0,1,0.0002
1.0,9.0,2017,3,10,4,1,2016,6,29,2,2,2027,3,9,1,1,1,0,1,0,1,0.0002
1.0,10.0,2018,6,7,3,2,2016,7,6,2,3,2028,6,6,1,2,1,0,1,0,1,0.0002
2.0,36.0,2017,10,13,4,4,2016,7,28,3,3,2027,10,12,1,4,1,0,1,0,1,0.0002
1.0,39.0,2017,12,5,1,4,2016,8,15,0,3,2027,12,4,5,4,1,0,1,0,1,0.0002
2.0,42.0,2017,5,1,0,2,2016,9,6,1,3,2027,4,30,4,2,1,0,1,0,1,0.0002
2.0,82.0,2017,10,13,4,4,2016,9,6,1,3,2027,10,12,1,4,1,0,1,0,1,0.0002
1.0,4.0,2017,5,17,2,2,2016,9,28,2,3,2027,5,16,6,2,1,0,1,0,1,0.0002
1.0,2.0,2017,5,1,0,2,2016,10,6,3,4,2027,4,30,4,2,1,0,1,0,1,0.0002
1.0,7.0,2017,5,1,0,2,2016,10,6,3,4,2027,4,30,4,2,1,0,1,0,1,0.0002
1.0,3.0,2017,7,3,0,3,2016,10,14,4,4,2027,7,2,4,3,1,0,1,0,1,0.0002
2.0,41.0,2018,7,24,1,3,2016,10,19,2,4,2028,7,23,6,3,1,0,1,0,1,0.0002
1.0,1.0,2017,12,14,3,4,2016,10,20,3,4,2027,12,13,0,4,1,0,1,0,1,0.0002
1.0,19.0,2017,11,6,0,4,2016,11,11,4,4,2027,11,5,4,4,1,0,1,0,1,0.0002
1.0,2.0,2017,10,11,2,4,2016,11,21,0,4,2027,10,10,6,4,1,0,1,0,1,0.0002
1.0,6.0,2018,5,16,2,2,2016,11,21,0,4,2028,5,15,0,2,1,0,1,0,1,0.0002
1.0,4.0,2018,5,21,0,2,2016,11,29,1,4,2028,5,20,5,2,1,0,1,0,1,0.0002
1.0,4.0,2017,11,21,1,4,2016,12,13,1,4,2027,11,20,5,4,1,0,1,0,1,0.0002
1.0,35.0,2018,11,21,2,4,2017,1,6,4,1,2028,11,20,0,4,1,0,1,0,1,0.0002
1.0,9.0,2018,1,3,2,1,2017,1,10,1,1,2028,1,2,6,1,1,0,1,0,1,0.0002
1.0,37.0,2018,9,19,2,3,2017,1,24,1,1,2028,9,18,0,3,1,0,1,0,1,0.0002
1.0,12.0,2018,12,11,1,4,2017,2,17,4,1,2028,12,10,6,4,1,0,1,0,1,0.0002
1.0,42.0,2018,9,19,2,3,2017,2,20,0,1,2028,9,18,0,3,1,0,1,0,1,0.0002
1.0,9.0,2018,11,9,4,4,2017,2,21,1,1,2028,11,8,2,4,1,0,1,0,1,0.0002
1.0,10.0,2018,3,14,2,1,2017,2,23,3,1,2028,3,13,0,1,1,0,1,0,1,0.0002
1.0,3.0,2017,10,18,2,4,2017,2,23,3,1,2027,10,17,6,4,1,0,1,0,1,0.0002
1.0,24.0,2020,10,15,3,4,2017,3,7,1,1,2030,10,14,0,4,1,0,1,0,1,0.0002
1.0,7.0,2018,11,9,4,4,2017,4,6,3,2,2028,11,8,2,4,1,0,1,0,1,0.0002
1.0,2.0,2017,11,30,3,4,2017,4,7,4,2,2027,11,29,0,4,1,0,1,0,1,0.0002
1.0,1.0,2017,11,30,3,4,2017,4,7,4,2,2027,11,29,0,4,1,0,1,0,1,0.0002
1.0,8.0,2018,8,31,4,3,2017,4,20,3,2,2028,8,30,2,3,1,0,1,0,1,0.0002
1.0,24.0,2020,11,24,1,4,2017,4,28,4,2,2030,11,23,5,4,1,0,1,0,1,0.0002
1.0,9.0,2020,7,27,0,3,2017,5,1,0,2,2030,7,26,4,3,1,0,1,0,1,0.0002
1.0,37.0,2018,2,15,3,1,2017,5,3,2,2,2028,2,14,0,1,1,0,1,0,1,0.0002
1.0,42.0,2018,10,3,2,4,2017,5,3,2,2,2028,10,2,0,4,1,0,1,0,1,0.0002
1.0,42.0,2018,9,27,3,3,2017,5,15,0,2,2028,9,26,1,3,1,0,1,0,1,0.0002
1.0,20.0,2020,6,10,2,2,2017,5,19,4,2,2030,6,9,6,2,1,0,1,0,1,0.0002
1.0,5.0,2018,1,23,1,1,2017,5,26,4,2,2028,1,22,5,1,1,0,1,0,1,0.0002
1.0,7.0,2018,2,8,3,1,2017,6,7,2,2,2028,2,7,0,1,1,0,1,0,1,0.0002
1.0,25.0,2020,2,17,0,1,2017,6,26,0,2,2030,2,16,5,1,1,0,1,0,1,0.0002
1.0,8.0,2018,2,8,3,1,2017,6,28,2,2,2028,2,7,0,1,1,0,1,0,1,0.0002
1.0,23.0,2018,7,24,1,3,2017,7,5,2,3,2028,7,23,6,3,1,0,1,0,1,0.0002
1.0,11.0,2019,5,7,1,2,2017,7,10,0,3,2029,5,6,6,2,1,0,1,0,1,0.0002
1.0,3.0,2021,8,18,2,3,2017,7,20,3,3,2026,8,17,0,3,1,0,1,0,1,0.0002
1.0,3.0,2018,5,4,4,2,2017,8,17,3,3,2028,5,3,2,2,1,0,1,0,1,0.0002
1.0,49.0,2020,7,15,2,3,2017,8,18,4,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,11.0,2020,7,15,2,3,2017,8,22,1,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,10.0,2019,10,23,2,4,2017,8,22,1,3,2029,10,22,0,4,1,0,1,0,1,0.0002
1.0,5.0,2018,7,3,1,3,2017,8,22,1,3,2028,7,2,6,3,1,0,1,0,1,0.0002
1.0,16.0,2019,5,7,1,2,2017,8,23,2,3,2029,5,6,6,2,1,0,1,0,1,0.0002
1.0,23.0,2019,10,24,3,4,2017,8,24,3,3,2029,10,23,1,4,1,0,1,0,1,0.0002
1.0,6.0,2020,7,15,2,3,2017,8,24,3,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,3.0,2018,4,11,2,2,2017,8,28,0,3,2028,4,10,0,2,1,0,1,0,1,0.0002
1.0,5.0,2018,7,2,0,3,2017,9,1,4,3,2028,7,1,5,3,1,0,1,0,1,0.0002
1.0,1.0,2018,7,2,0,3,2017,9,1,4,3,2028,7,1,5,3,1,0,1,0,1,0.0002
1.0,17.0,2018,7,4,2,3,2017,9,7,3,3,2028,7,3,0,3,1,0,1,0,1,0.0002
1.0,5.0,2020,7,15,2,3,2017,9,13,2,3,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,4.0,2019,1,9,2,1,2017,10,4,2,4,2029,1,8,0,1,1,0,1,0,1,0.0002
1.0,4.0,2019,1,15,1,1,2017,10,4,2,4,2029,1,14,6,1,1,0,1,0,1,0.0002
1.0,35.0,2018,12,13,3,4,2017,10,10,1,4,2028,12,12,1,4,1,0,1,0,1,0.0002
1.0,42.0,2019,5,28,1,2,2017,10,10,1,4,2029,5,27,6,2,1,0,1,0,1,0.0002
1.0,5.0,2020,7,15,2,3,2017,10,23,0,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,21.0,2021,12,13,0,4,2017,10,24,1,4,2026,12,12,5,4,1,0,1,0,1,0.0002
1.0,1.0,2020,9,2,2,3,2017,10,24,1,4,2025,9,1,0,3,1,0,1,0,1,0.0002
1.0,11.0,2020,4,6,0,2,2017,10,26,3,4,2030,4,5,4,2,1,0,1,0,1,0.0002
1.0,42.0,2019,4,4,3,2,2017,11,6,0,4,2029,4,3,1,2,1,0,1,0,1,0.0002
1.0,10.0,2018,10,3,2,4,2017,11,6,0,4,2028,10,2,0,4,1,0,1,0,1,0.0002
1.0,9.0,2018,7,6,4,3,2017,11,7,1,4,2028,7,5,2,3,1,0,1,0,1,0.0002
2.0,77.0,2018,8,16,3,3,2017,12,7,3,4,2028,8,15,1,3,1,0,1,0,1,0.0002
2.0,120.0,2019,10,15,1,4,2017,12,7,3,4,2029,10,14,6,4,1,0,1,0,1,0.0002
2.0,107.0,2019,10,15,1,4,2017,12,7,3,4,2029,10,14,6,4,1,0,1,0,1,0.0002
2.0,120.0,2018,8,20,0,3,2017,12,7,3,4,2028,8,19,5,3,1,0,1,0,1,0.0002
2.0,54.0,2018,8,16,3,3,2017,12,7,3,4,2028,8,15,1,3,1,0,1,0,1,0.0002
2.0,4.0,2018,8,20,0,3,2017,12,7,3,4,2028,8,19,5,3,1,0,1,0,1,0.0002
1.0,2.0,2018,11,7,2,4,2017,12,19,1,4,2028,11,6,0,4,1,0,1,0,1,0.0002
1.0,11.0,2021,4,9,4,2,2017,12,19,1,4,2026,4,8,2,2,1,0,1,0,1,0.0002
1.0,2.0,2020,6,9,1,2,2017,12,19,1,4,2030,6,8,5,2,1,0,1,0,1,0.0002
1.0,3.0,2020,6,9,1,2,2017,12,19,1,4,2030,6,8,5,2,1,0,1,0,1,0.0002
1.0,8.0,2019,10,16,2,4,2017,12,20,2,4,2029,10,15,0,4,1,0,1,0,1,0.0002
1.0,58.0,2018,8,15,2,3,2017,12,20,2,4,2028,8,14,0,3,1,0,1,0,1,0.0002
1.0,48.0,2018,8,15,2,3,2017,12,20,2,4,2028,8,14,0,3,1,0,1,0,1,0.0002
1.0,1.0,2018,8,15,2,3,2017,12,20,2,4,2028,8,14,0,3,1,0,1,0,1,0.0002
1.0,2.0,2018,8,16,3,3,2017,12,20,2,4,2028,8,15,1,3,1,0,1,0,1,0.0002
1.0,2.0,2018,9,27,3,3,2017,12,20,2,4,2028,9,26,1,3,1,0,1,0,1,0.0002
1.0,7.0,2018,8,16,3,3,2017,12,20,2,4,2028,8,15,1,3,1,0,1,0,1,0.0002
1.0,1.0,2018,8,15,2,3,2017,12,20,2,4,2028,8,14,0,3,1,0,1,0,1,0.0002
1.0,1.0,2018,8,15,2,3,2017,12,20,2,4,2028,8,14,0,3,1,0,1,0,1,0.0002
1.0,1.0,2018,8,16,3,3,2017,12,20,2,4,2028,8,15,1,3,1,0,1,0,1,0.0002
1.0,1.0,2018,8,16,3,3,2017,12,20,2,4,2028,8,15,1,3,1,0,1,0,1,0.0002
1.0,9.0,2018,8,16,3,3,2017,12,21,3,4,2028,8,15,1,3,1,0,1,0,1,0.0002
1.0,4.0,2018,8,16,3,3,2017,12,21,3,4,2028,8,15,1,3,1,0,1,0,1,0.0002
1.0,3.0,2019,11,26,1,4,2018,1,12,4,1,2029,11,25,6,4,1,0,1,0,1,0.0002
2.0,6.0,2018,8,16,3,3,2018,1,19,4,1,2028,8,15,1,3,1,0,1,0,1,0.0002
1.0,10.0,2019,5,31,4,2,2018,2,12,0,1,2029,5,30,2,2,1,0,1,0,1,0.0002
1.0,2.0,2019,7,22,0,3,2018,2,28,2,1,2029,7,21,5,3,1,0,1,0,1,0.0002
1.0,108.0,2021,4,16,4,2,2018,3,14,2,1,2026,4,15,2,2,1,0,1,0,1,0.0002
1.0,135.0,2021,4,16,4,2,2018,3,14,2,1,2026,4,15,2,2,1,0,1,0,1,0.0002
1.0,4.0,2021,7,1,3,3,2018,3,14,2,1,2026,6,30,1,2,1,0,1,0,1,0.0002
1.0,10.0,2020,10,26,0,4,2018,3,23,4,1,2030,10,25,4,4,1,0,1,0,1,0.0002
1.0,5.0,2020,10,26,0,4,2018,3,23,4,1,2030,10,25,4,4,1,0,1,0,1,0.0002
1.0,102.0,2020,3,11,2,1,2018,3,26,0,1,2030,3,10,6,1,1,0,1,0,1,0.0002
1.0,68.0,2020,3,11,2,1,2018,3,26,0,1,2030,3,10,6,1,1,0,1,0,1,0.0002
1.0,74.0,2020,3,11,2,1,2018,3,26,0,1,2030,3,10,6,1,1,0,1,0,1,0.0002
1.0,95.0,2020,3,11,2,1,2018,3,26,0,1,2030,3,10,6,1,1,0,1,0,1,0.0002
1.0,37.0,2020,11,24,1,4,2018,3,28,2,1,2030,11,23,5,4,1,0,1,0,1,0.0002
1.0,1.0,2018,11,30,4,4,2018,4,3,1,2,2028,11,29,2,4,1,0,1,0,1,0.0002
1.0,1.0,2018,11,30,4,4,2018,4,3,1,2,2028,11,29,2,4,1,0,1,0,1,0.0002
1.0,1.0,2018,11,30,4,4,2018,4,3,1,2,2028,11,29,2,4,1,0,1,0,1,0.0002
1.0,11.0,2020,7,15,2,3,2018,4,6,4,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,35.0,2019,12,17,1,4,2018,4,19,3,2,2029,12,16,6,4,1,0,1,0,1,0.0002
1.0,24.0,2019,7,29,0,3,2018,4,23,0,2,2029,7,28,5,3,1,0,1,0,1,0.0002
1.0,6.0,2020,5,4,0,2,2018,5,3,3,2,2030,5,3,4,2,1,0,1,0,1,0.0002
1.0,27.0,2023,4,21,4,2,2018,5,3,3,2,2028,4,20,3,2,1,0,1,0,1,0.0002
1.0,2.0,2020,1,7,1,1,2018,5,9,2,2,2030,1,6,6,1,1,0,1,0,1,0.0002
1.0,2.0,2020,1,7,1,1,2018,5,9,2,2,2030,1,6,6,1,1,0,1,0,1,0.0002
1.0,195.0,2020,11,6,4,4,2018,5,10,3,2,2030,11,5,1,4,1,0,1,0,1,0.0002
2.0,11.0,2018,12,20,3,4,2018,5,18,4,2,2028,12,19,1,4,1,0,1,0,1,0.0002
2.0,22.0,2019,10,15,1,4,2018,5,24,3,2,2029,10,14,6,4,1,0,1,0,1,0.0002
2.0,2.0,2019,3,11,0,1,2018,5,25,4,2,2029,3,10,5,1,1,0,1,0,1,0.0002
1.0,139.0,2020,10,26,0,4,2018,6,1,4,2,2030,10,25,4,4,1,0,1,0,1,0.0002
1.0,93.0,2020,10,26,0,4,2018,6,1,4,2,2030,10,25,4,4,1,0,1,0,1,0.0002
1.0,1.0,2019,11,18,0,4,2018,6,19,1,2,2029,11,17,5,4,1,0,1,0,1,0.0002
1.0,2.0,2020,1,20,0,1,2018,6,20,2,2,2030,1,19,5,1,1,0,1,0,1,0.0002
1.0,7.0,2022,3,16,2,1,2018,6,21,3,2,2027,3,15,0,1,1,0,1,0,1,0.0002
2.0,120.0,2019,8,13,1,3,2018,6,21,3,2,2029,8,12,6,3,1,0,1,0,1,0.0002
1.0,18.0,2020,10,15,3,4,2018,7,3,1,3,2030,10,14,0,4,1,0,1,0,1,0.0002
1.0,7.0,2019,6,6,3,2,2018,7,4,2,3,2029,6,5,1,2,1,0,1,0,1,0.0002
2.0,24.0,2021,8,12,3,3,2018,7,4,2,3,2026,8,11,1,3,1,0,1,0,1,0.0002
2.0,1.0,2021,8,12,3,3,2018,7,4,2,3,2026,8,11,1,3,1,0,1,0,1,0.0002
1.0,20.0,2019,3,7,3,1,2018,7,5,3,3,2029,3,6,1,1,1,0,1,0,1,0.0002
1.0,11.0,2019,8,28,2,3,2018,7,9,0,3,2029,8,27,0,3,1,0,1,0,1,0.0002
1.0,44.0,2020,11,24,1,4,2018,7,11,2,3,2030,11,23,5,4,1,0,1,0,1,0.0002
1.0,11.0,2020,3,13,4,1,2018,7,25,2,3,2030,3,12,1,1,1,0,1,0,1,0.0002
1.0,21.0,2020,3,13,4,1,2018,7,25,2,3,2030,3,12,1,1,1,0,1,0,1,0.0002
1.0,7.0,2020,3,13,4,1,2018,7,25,2,3,2030,3,12,1,1,1,0,1,0,1,0.0002
1.0,14.0,2019,5,13,0,2,2018,7,25,2,3,2029,5,12,5,2,1,0,1,0,1,0.0002
1.0,42.0,2020,3,13,4,1,2018,7,25,2,3,2030,3,12,1,1,1,0,1,0,1,0.0002
1.0,17.0,2019,6,6,3,2,2018,8,2,3,3,2029,6,5,1,2,1,0,1,0,1,0.0002
1.0,4.0,2020,5,29,4,2,2018,8,2,3,3,2030,5,28,1,2,1,0,1,0,1,0.0002
1.0,4.0,2020,5,29,4,2,2018,8,2,3,3,2030,5,28,1,2,1,0,1,0,1,0.0002
1.0,4.0,2019,4,5,4,2,2018,8,3,4,3,2029,4,4,2,2,1,0,1,0,1,0.0002
2.0,53.0,2019,8,21,2,3,2018,8,15,2,3,2029,8,20,0,3,1,0,1,0,1,0.0002
1.0,3.0,2020,2,13,3,1,2018,8,24,4,3,2030,2,12,1,1,1,0,1,0,1,0.0002
1.0,24.0,2020,4,1,2,2,2018,8,28,1,3,2030,3,31,6,1,1,0,1,0,1,0.0002
1.0,1.0,2019,6,6,3,2,2018,9,19,2,3,2029,6,5,1,2,1,0,1,0,1,0.0002
1.0,1.0,2020,10,15,3,4,2018,9,19,2,3,2030,10,14,0,4,1,0,1,0,1,0.0002
2.0,6.0,2019,10,15,1,4,2018,9,19,2,3,2029,10,14,6,4,1,0,1,0,1,0.0002
2.0,27.0,2019,7,1,0,3,2018,9,21,4,3,2029,6,30,5,2,1,0,1,0,1,0.0002
1.0,3.0,2019,6,6,3,2,2018,9,26,2,3,2029,6,5,1,2,1,0,1,0,1,0.0002
1.0,68.0,2020,8,18,1,3,2018,10,16,1,4,2030,8,17,5,3,1,0,1,0,1,0.0002
1.0,28.0,2019,11,14,3,4,2018,10,24,2,4,2029,11,13,1,4,1,0,1,0,1,0.0002
1.0,9.0,2019,11,14,3,4,2018,10,26,4,4,2029,11,13,1,4,1,0,1,0,1,0.0002
1.0,8.0,2019,11,14,3,4,2018,10,26,4,4,2029,11,13,1,4,1,0,1,0,1,0.0002
1.0,56.0,2020,11,24,1,4,2018,11,1,3,4,2030,11,23,5,4,1,0,1,0,1,0.0002
1.0,5.0,2020,3,12,3,1,2018,11,13,1,4,2030,3,11,0,1,1,0,1,0,1,0.0002
1.0,7.0,2020,7,15,2,3,2018,11,14,2,4,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,173.0,2020,8,18,1,3,2018,11,21,2,4,2030,8,17,5,3,1,0,1,0,1,0.0002
1.0,200.0,2021,5,25,1,2,2018,11,26,0,4,2026,5,24,6,2,1,0,1,0,1,0.0002
1.0,183.0,2021,5,25,1,2,2018,11,26,0,4,2026,5,24,6,2,1,0,1,0,1,0.0002
1.0,1.0,2019,8,28,2,3,2018,11,30,4,4,2029,8,27,0,3,1,0,1,0,1,0.0002
1.0,2.0,2019,8,28,2,3,2018,11,30,4,4,2029,8,27,0,3,1,0,1,0,1,0.0002
1.0,7.0,2020,3,13,4,1,2018,12,4,1,4,2030,3,12,1,1,1,0,1,0,1,0.0002
1.0,1.0,2020,3,13,4,1,2018,12,4,1,4,2030,3,12,1,1,1,0,1,0,1,0.0002
1.0,2.0,2020,9,16,2,3,2018,12,7,4,4,2030,9,15,6,3,1,0,1,0,1,0.0002
1.0,13.0,2020,10,15,3,4,2018,12,7,4,4,2030,10,14,0,4,1,0,1,0,1,0.0002
1.0,3.0,2020,10,27,1,4,2019,1,11,4,1,2030,10,26,5,4,1,0,1,0,1,0.0002
1.0,18.0,2019,11,28,3,4,2019,2,5,1,1,2029,11,27,1,4,1,0,1,0,1,0.0002
1.0,1.0,2020,3,13,4,1,2019,2,19,1,1,2030,3,12,1,1,1,0,1,0,1,0.0002
1.0,9.0,2020,6,8,0,2,2019,2,22,4,1,2030,6,7,4,2,1,0,1,0,1,0.0002
1.0,4.0,2020,7,15,2,3,2019,3,13,2,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,4.0,2020,7,15,2,3,2019,3,13,2,1,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,1.0,2019,11,6,2,4,2019,3,21,3,1,2029,11,5,0,4,1,0,1,0,1,0.0002
1.0,65.0,2020,3,12,3,1,2019,3,27,2,1,2030,3,11,0,1,1,0,1,0,1,0.0002
1.0,13.0,2020,3,12,3,1,2019,3,27,2,1,2030,3,11,0,1,1,0,1,0,1,0.0002
1.0,13.0,2020,3,12,3,1,2019,3,27,2,1,2030,3,11,0,1,1,0,1,0,1,0.0002
1.0,12.0,2020,3,12,3,1,2019,3,27,2,1,2030,3,11,0,1,1,0,1,0,1,0.0002
1.0,20.0,2020,3,12,3,1,2019,3,27,2,1,2030,3,11,0,1,1,0,1,0,1,0.0002
1.0,3.0,2020,1,14,1,1,2019,4,11,3,2,2030,1,13,6,1,1,0,1,0,1,0.0002
1.0,12.0,2023,4,4,1,2,2019,4,16,1,2,2028,4,3,0,2,1,0,1,0,1,0.0002
1.0,9.0,2020,4,2,3,2,2019,4,16,1,2,2030,4,1,0,2,1,0,1,0,1,0.0002
1.0,20.0,2019,12,11,2,4,2019,5,6,0,2,2029,12,10,0,4,1,0,1,0,1,0.0002
1.0,19.0,2020,2,5,2,1,2019,6,10,0,2,2030,2,4,0,1,1,0,1,0,1,0.0002
1.0,10.0,2021,6,3,3,2,2019,6,11,1,2,2026,6,2,1,2,1,0,1,0,1,0.0002
1.0,42.0,2021,4,29,3,2,2019,6,11,1,2,2026,4,28,1,2,1,0,1,0,1,0.0002
1.0,4.0,2021,6,3,3,2,2019,6,11,1,2,2026,6,2,1,2,1,0,1,0,1,0.0002
1.0,17.0,2020,6,12,4,2,2019,6,11,1,2,2030,6,11,1,2,1,0,1,0,1,0.0002
2.0,11.0,2020,6,12,4,2,2019,6,11,1,2,2030,6,11,1,2,1,0,1,0,1,0.0002
2.0,45.0,2020,5,14,3,2,2019,6,13,3,2,2030,5,13,0,2,1,0,1,0,1,0.0002
1.0,21.0,2021,12,2,3,4,2019,6,14,4,2,2026,12,1,1,4,1,0,1,0,1,0.0002
1.0,30.0,2020,12,4,4,4,2019,7,15,0,3,2030,12,3,1,4,1,0,1,0,1,0.0002
1.0,70.0,2021,6,2,2,2,2019,8,28,2,3,2026,6,1,0,2,1,0,1,0,1,0.0002
1.0,7.0,2020,3,31,1,1,2019,9,4,2,3,2030,3,30,5,1,1,0,1,0,1,0.0002
1.0,29.0,2020,12,23,2,4,2019,9,19,3,3,2030,12,22,6,4,1,0,1,0,1,0.0002
1.0,155.0,2021,8,25,2,3,2019,11,13,2,4,2026,8,24,0,3,1,0,1,0,1,0.0002
1.0,2.0,2020,10,19,0,4,2019,12,11,2,4,2030,10,18,4,4,1,0,1,0,1,0.0002
1.0,3.0,2020,10,19,0,4,2019,12,11,2,4,2030,10,18,4,4,1,0,1,0,1,0.0002
1.0,7.0,2023,10,5,3,4,2019,12,24,1,4,2028,10,4,2,4,1,0,1,0,1,0.0002
1.0,61.0,2023,8,15,1,3,2020,1,31,4,1,2028,8,14,0,3,1,0,1,0,1,0.0002
1.0,51.0,2023,9,20,2,3,2020,1,31,4,1,2028,9,19,1,3,1,0,1,0,1,0.0002
1.0,70.0,2021,10,15,4,4,2020,2,7,4,1,2026,10,14,2,4,1,0,1,0,1,0.0002
1.0,47.0,2022,7,4,0,3,2020,2,20,3,1,2027,7,3,5,3,1,0,1,0,1,0.0002
1.0,23.0,2021,9,7,1,3,2020,2,24,0,1,2026,9,6,6,3,1,0,1,0,1,0.0002
1.0,8.0,2022,5,31,1,2,2020,2,27,3,1,2027,5,30,6,2,1,0,1,0,1,0.0002
1.0,11.0,2024,1,24,2,1,2020,2,27,3,1,2029,1,23,1,1,1,0,1,0,1,0.0002
1.0,1.0,2022,11,18,4,4,2020,3,12,3,1,2027,11,17,2,4,1,0,1,0,1,0.0002
1.0,1.0,2022,11,18,4,4,2020,3,12,3,1,2027,11,17,2,4,1,0,1,0,1,0.0002
1.0,1.0,2022,11,18,4,4,2020,3,12,3,1,2027,11,17,2,4,1,0,1,0,1,0.0002
1.0,5.0,2022,5,31,1,2,2020,3,25,2,1,2027,5,30,6,2,1,0,1,0,1,0.0002
1.0,1.0,2022,5,31,1,2,2020,3,25,2,1,2027,5,30,6,2,1,0,1,0,1,0.0002
1.0,32.0,2021,3,9,1,1,2020,3,30,0,1,2026,3,8,6,1,1,0,1,0,1,0.0002
1.0,12.0,2021,3,9,1,1,2020,4,1,2,2,2026,3,8,6,1,1,0,1,0,1,0.0002
1.0,40.0,2021,9,9,3,3,2020,4,8,2,2,2026,9,8,1,3,1,0,1,0,1,0.0002
1.0,18.0,2020,7,15,2,3,2020,4,14,1,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,19.0,2021,5,20,3,2,2020,4,21,1,2,2026,5,19,1,2,1,0,1,0,1,0.0002
1.0,51.0,2021,7,20,1,3,2020,4,21,1,2,2026,7,19,6,3,1,0,1,0,1,0.0002
1.0,31.0,2021,4,14,2,2,2020,4,21,1,2,2026,4,13,0,2,1,0,1,0,1,0.0002
1.0,5.0,2020,7,15,2,3,2020,5,13,2,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,2.0,2020,7,15,2,3,2020,5,19,1,2,2027,6,15,2,2,0,0,1,0,1,0.0002
1.0,3.0,2022,10,27,3,4,2020,7,1,2,3,2027,10,26,1,4,1,0,1,0,1,0.0002
1.0,33.0,2022,5,17,1,2,2020,7,1,2,3,2027,5,16,6,2,1,0,1,0,1,0.0002
1.0,5.0,2022,2,21,0,1,2020,7,6,0,3,2027,2,20,5,1,1,0,1,0,1,0.0002
1.0,38.0,2022,8,19,4,3,2020,7,7,1,3,2027,8,18,2,3,1,0,1,0,1,0.0002
1.0,16.0,2022,8,19,4,3,2020,7,7,1,3,2027,8,18,2,3,1,0,1,0,1,0.0002
1.0,17.0,2023,9,14,3,3,2020,7,29,2,3,2028,9,13,2,3,1,0,1,0,1,0.0002
1.0,4.0,2021,9,30,3,3,2020,7,30,3,3,2026,9,29,1,3,1,0,1,0,1,0.0002
1.0,2.0,2021,7,28,2,3,2020,7,30,3,3,2026,7,27,0,3,1,0,1,0,1,0.0002
1.0,3.0,2022,10,3,0,4,2020,8,24,0,3,2027,10,2,5,4,1,0,1,0,1,0.0002
