id,brand,model,variant,series,year,decade,price,price_bracket,kilometers,odometer_category,type,gearbox,fuel,status,cc,color,seating_capacity
12847174,Mitsubishi,Triton,GLS (4X4) Premium,MR MY19,2019,2010s,49990.0,mid_range,86419.0,average,Double Cab Pick Up,Automatic,Diesel,Used,2440.0,Grey,5
12847179,Mitsubishi,Outlander,Phev Exceed 5 Seat (awd),ZL MY21,2021,2020s,67990.0,premium,14459.0,low,Wagon,Automatic,Unleaded Petrol/Electric,Used,2360.0,White,5
12847184,Subaru,XV,2.0I Premium,MY19,2019,2010s,34990.0,mid_range,54521.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1995.0,Silver,5
12847186,Toyota,Camry,Altise,ASV50R,2012,2010s,16990.0,economy,99032.0,average,Sedan,Automatic,Unleaded Petrol,Used,2494.0,Silver,5
12847187,Holden,Commodore,SS,VF II MY17,2017,2010s,49990.0,mid_range,66657.0,average,Sedan,Automatic,Premium Unleaded Petrol,Used,6200.0,Red,5
12847189,Hyundai,Santa FE,Highlander Crdi (awd),Tm.v4 MY22,2022,2020s,69990.0,premium,8051.0,low,Wagon,Automatic,Diesel,Used,2151.0,Silver,7
12847190,Ford,Falcon,XR6T,FG X,2015,2010s,46990.0,mid_range,83906.0,average,Utility,Automatic,Unleaded Petrol,Used,3984.0,White,2
12847191,Honda,Civic,VTI-S,MY19,2019,2010s,28990.0,economy,57075.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1799.0,White,5
12847192,Jeep,Grand Cherokee,Laredo (4X4),WK MY15,2015,2010s,28990.0,economy,154364.0,high,Wagon,Automatic,Diesel,Used,2987.0,Red,5
12847193,Kia,Picanto,GT-Line (pe),JA MY21,2021,2020s,20990.0,economy,6019.0,low,Hatchback,Automatic,Unleaded Petrol,Used,1248.0,Black,5
12847194,Jeep,Gladiator,Sport S (4X4),JT MY21,2020,2020s,66990.0,premium,3801.0,low,Dual Cab Utility,Automatic,Unleaded Petrol,Used,3604.0,Black,5
12847196,Toyota,Corolla,Ascent,ZRE152R,2007,2000s,9996.0,budget,135000.0,high,Hatchback,Automatic,Unleaded Petrol,Used,1798.0,Blue,5
12847197,Kia,Sportage,SI (fwd),QL MY18,2017,2010s,19999.0,economy,136975.0,high,Wagon,Automatic,Unleaded Petrol,Used,1999.0,Red,5
12847216,Subaru,Impreza,2.0L (awd),MY17,2017,2010s,25888.0,economy,55338.0,moderate,Sedan,Automatic,Unleaded Petrol,Used,1995.0,Silver,5
12847224,Toyota,Landcruiser,Workmate (4X4),VDJ79R 09 Upgrade,2010,2010s,37990.0,mid_range,358000.0,very_high,Cab Chassis,Manual,Diesel,Used,4461.0,White,3
12847227,Ford,Ranger,XL 3.2 (4X4),PX Mkii MY17,2017,2010s,36990.0,mid_range,144660.0,high,Cab Chassis,Automatic,Diesel,Used,3198.0,White,2
12847228,Mazda,CX-3,S Touring (fwd),CX3E,2020,2020s,32990.0,mid_range,9024.0,low,Wagon,Automatic,Unleaded Petrol,Used,1998.0,Grey,5
12847237,Kia,Sportage,SI Premium (fwd),QL MY19,2019,2010s,30930.0,mid_range,33685.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1999.0,Silver,5
12847238,Toyota,Landcruiser Prado,GXL,GDJ150R,2021,2020s,73990.0,premium,44854.0,moderate,Wagon,Automatic,Diesel,Used,2755.0,Black,7
12847247,Holden,Trax,LS,TJ MY17,2017,2010s,16888.0,economy,93396.0,average,Wagon,Automatic,Unleaded Petrol,Used,1364.0,Black,5
12847258,Holden,Commodore,Omega (D/Fuel),VE II,2010,2010s,8000.0,budget,252000.0,very_high,Sedan,Automatic,Liquid Petroleum Gas,Used,3565.0,Red,5
12847286,Ford,Falcon,XL,Auii,2001,2000s,5990.0,budget,304172.0,very_high,Utility,Automatic,Unleaded Petrol,Used,3984.0,White,3
12847301,Toyota,Corolla,Ascent Sport,ZRE182R MY17,2017,2010s,19990.0,economy,107358.0,average,Hatchback,Automatic,Unleaded Petrol,Used,1798.0,White,5
12847309,Mitsubishi,Outlander,ES 7 Seat (awd),ZL MY19,2018,2010s,30990.0,mid_range,68321.0,average,Wagon,Automatic,Unleaded Petrol,Used,2360.0,Grey,7
12847324,Bmw,330I,M-Sport,F30 LCI,2015,2010s,37750.0,mid_range,112000.0,average,Sedan,Automatic,Premium Unleaded Petrol,Used,1997.0,Blue,5
12847325,Jeep,Grand Cherokee,Limited (4X4),WK MY15,2015,2010s,29990.0,economy,87000.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,3604.0,Black,5
12847326,Hyundai,IX35,Elite (fwd),LM Series II,2015,2010s,19990.0,economy,114000.0,average,Wagon,Automatic,Unleaded Petrol,Used,1999.0,Silver,5
12847327,Toyota,Kluger,Grande (4X4),GSU55R,2016,2010s,44888.0,mid_range,78875.0,average,Wagon,Automatic,Unleaded Petrol,Used,3456.0,White,7
12847333,Nissan,X-Trail,ST (fwd),T32,2014,2010s,15990.0,economy,152406.0,high,Wagon,Automatic,Unleaded Petrol,Used,2488.0,White,5
12847340,Mitsubishi,Triton,GLX Plus (4X4),MQ MY18,2018,2010s,34999.0,mid_range,109364.0,average,Dual Cab Utility,Automatic,Diesel,Used,2440.0,White,5
12847349,Gwm,Haval Jolion,Ultra,MST,2022,2020s,33990.0,mid_range,15.0,low,Wagon,Automatic,Premium Unleaded Petrol,New In Stock,1497.0,White,5
12847354,Mazda,CX-3,Akari (fwd),CX3F,2021,2020s,36980.0,mid_range,10943.0,low,Wagon,Automatic,Unleaded Petrol,Used,1998.0,White,5
12847366,Audi,Q7,3.0 TDI Quattro,MY15,2014,2010s,42990.0,mid_range,94950.0,average,Wagon,Automatic,Diesel,Used,2967.0,Grey,7
12847387,Mitsubishi,Pajero,Exceed LWB (4X4),NP MY06,2006,2000s,14990.0,budget,221757.0,very_high,Wagon,Automatic,Unleaded Petrol,Used,3828.0,Silver,7
12847389,Bmw,X4,Xdrive20I M Sport,G02,2020,2020s,73990.0,premium,21652.0,moderate,Coupe,Automatic,Unleaded Petrol,Used,1998.0,Black,5
12847392,Toyota,Hilux,SR (4X4),GUN126R MY17,2018,2010s,51988.0,premium,90415.0,average,Dual Cab Chassis,Automatic,Diesel,Used,2753.0,White,5
12847397,Toyota,RAV4,CV (4X4),ACA22R,2004,2000s,8290.0,budget,315000.0,very_high,Wagon,Automatic,Unleaded Petrol,Used,2362.0,Silver,5
12847401,Toyota,Landcruiser,Kakadu (4X4),HDJ100R,2004,2000s,38990.0,mid_range,330444.0,very_high,Wagon,Automatic,Diesel,Used,4164.0,Silver,8
12847452,Mazda,BT-50,XTR (4X4),B30B,2021,2020s,75000.0,premium,18500.0,low,Dual Cab Pick-Up,Automatic,Diesel,Used,2999.0,Black,5
12847476,Ford,Ranger,XLT 3.2 (4X4),PX Mkiii MY19,2019,2010s,44500.0,mid_range,124500.0,high,Super Cab Utility,Automatic,Diesel,Used,1996.0,White,4
12847483,Kia,Stinger,GT (blk LTH W Michelin Tyr),CK MY19,2019,2010s,56990.0,premium,41052.0,moderate,Sedan,Automatic,Unleaded Petrol,Used,3342.0,Blue,5
12847502,Ford,Ranger,Sport 3.0 (4X4),MY22,2022,2020s,81989.0,luxury,100.0,low,Double Cab Pick Up,Automatic,Diesel,Used,2993.0,Black,5
12847516,Toyota,Landcruiser,GXL (4X4),VDJ200R MY16,2017,2010s,107500.0,luxury,66200.0,average,Wagon,Automatic,Diesel,Used,4461.0,Onxy,7
12847539,Bmw,X1,Xdrive 25I,F48 MY19,2019,2010s,42500.0,mid_range,67000.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,1998.0,Grey,5
12847549,Mitsubishi,Lancer,MR,CE,2003,2000s,4000.0,budget,235099.0,very_high,Coupe,Automatic,Unleaded Petrol,Used,1834.0,Blue,5
12847628,Honda,CR-V,(4X4),MY07,2008,2000s,12499.0,budget,145128.0,high,Wagon,Automatic,Unleaded Petrol,Used,2354.0,Gold,5
12847631,Holden,Cruze,CD,JH MY12,2011,2010s,8499.0,budget,130503.0,high,Sedan,Automatic,Unleaded Petrol,Used,1796.0,Black,5
12847632,Kia,Grand Carnival,Platinum,VQ MY13,2012,2010s,18499.0,economy,120323.0,high,Wagon,Automatic,Unleaded Petrol,Used,3470.0,Grey,8
12847638,Toyota,Landcruiser,(4X4),HZJ79R,2004,2000s,21000.0,economy,164034.0,high,Cab Chassis,Manual,Diesel,Used,4164.0,White,3
12847642,Mitsubishi,Lancer,VR-X,CH MY06,2005,2000s,4499.0,budget,272194.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,2378.0,Grey,5
12847647,Toyota,RAV4,Cruiser (4X4),ASA44R MY16,2016,2010s,22000.0,economy,80000.0,average,Wagon,Automatic,Unleaded Petrol,Used,2494.0,Grey,5
12847651,Toyota,Hilux,SR5 (4X4),KUN26R MY11 Upgrade,2010,2010s,14000.0,budget,155000.0,high,Dual Cab Pick-Up,Automatic,Diesel,Used,2982.0,Black,5
12847673,Holden,Acadia,LTZ-V (2WD),AC MY19,2019,2010s,49990.0,mid_range,53308.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,3649.0,White,7
12847679,Holden,Commodore,Equipe,VY,2003,2000s,3499.0,budget,299392.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,3791.0,White,5
12847682,Toyota,Corolla,Ascent,ZRE172R,2016,2010s,18990.0,economy,100063.0,average,Sedan,Automatic,Unleaded Petrol,Used,1798.0,Grey,5
12847695,Ford,Escape,Ambiente (fwd),ZG MY18,2018,2010s,26990.0,economy,31378.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,1499.0,White,5
12847711,Audi,A4,1.8 Tfsi Avant,B8 (8K),2008,2000s,10999.0,budget,131736.0,high,Wagon,Automatic,Premium Unleaded Petrol,Used,1798.0,Red,5
12847744,Ford,Falcon,XR6,FG Upgrade,2012,2010s,9650.0,budget,55000.0,moderate,Cab Chassis,Automatic,Unleaded Petrol,Used,3984.0,Petroleum,2
12847752,Volkswagen,Tiguan,132 TSI Pacific,5NC MY14,2013,2010s,11500.0,budget,150000.0,high,Wagon,Automatic,Premium Unleaded Petrol,Used,1984.0,Grey,5
12847755,Toyota,Hilux,SR5 (4X4),KUN26R 06 Upgrade,2006,2000s,18995.0,economy,360118.0,very_high,Dual Cab Pick-Up,Automatic,Diesel,Used,2982.0,Black,5
12847761,Volkswagen,Golf,2.0 FSI Comfortline,1K,2005,2000s,6995.0,budget,101834.0,average,Hatchback,Automatic,Premium Unleaded Petrol,Used,1984.0,Blue,5
12847764,Hyundai,IX35,Highlander (awd),LM Series II,2014,2010s,16995.0,economy,166023.0,high,Wagon,Automatic,Unleaded Petrol,Used,2359.0,Orange,5
12847784,Toyota,Hilux,Workmate,TGN121R MY19 Upgrade,2019,2010s,37888.0,mid_range,31845.0,moderate,Double Cab Pick Up,Automatic,Unleaded Petrol,Used,2694.0,White,5
12847785,Toyota,Landcruiser Prado,Kakadu,GDJ150R,2022,2020s,106888.0,luxury,9198.0,low,Wagon,Automatic,Diesel,Used,2755.0,Grey,7
12847817,Mercedes-Benz,E320,Elegance,211,2004,2000s,6800.0,budget,172978.0,high,Sedan,Automatic,Unleaded Petrol,Used,3199.0,Silver,5
12847822,Kia,Sportage,SI (fwd),QL MY18,2017,2010s,26670.0,economy,41680.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1999.0,White,5
12847824,Subaru,Outback,2.5I Safety,MY05,2004,2000s,9499.0,budget,218734.0,very_high,Wagon,Automatic,Unleaded Petrol,Used,2457.0,Gold,5
12847827,Toyota,Camry,Altise,ACV36R,2004,2000s,8499.0,budget,171809.0,high,Sedan,Automatic,Unleaded Petrol,Used,2362.0,Silver,5
12847831,Mazda,3,NEO,BK,2004,2000s,8499.0,budget,228872.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,1998.0,Red,5
12847832,Holden,Astra,CDX,AH,2005,2000s,6999.0,budget,155926.0,high,Hatchback,Automatic,Unleaded Petrol,Used,1796.0,Silver,5
12847836,Mazda,CX-7,Classic (fwd),ER MY10,2011,2010s,18999.0,economy,103255.0,average,Wagon,Automatic,Unleaded Petrol,Used,2488.0,Silver,5
12847841,Holden,Commodore,Evoke,VF MY15,2015,2010s,18499.0,economy,165897.0,high,Sportswagon,Automatic,Unleaded Petrol,Used,2997.0,White,5
12847853,Suzuki,SX4,S,GY MY10,2010,2010s,6999.0,budget,202487.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,1995.0,White,5
12847854,Bmw,420I,M Sport,F32 MY17,2018,2010s,45990.0,mid_range,26799.0,moderate,Coupe,Automatic,Premium Unleaded Petrol,Used,1998.0,Grey,4
12847855,Suzuki,Vitara,S Turbo (fwd),LY,2016,2010s,24999.0,economy,70715.0,average,Wagon,Automatic,Unleaded Petrol,Used,1373.0,White,5
12847863,Ford,Falcon,XR8,BA,2004,2000s,18990.0,economy,208862.0,very_high,Sedan,Manual,Unleaded Petrol,Used,5408.0,Red,5
12847864,Land Rover,Freelander 2,SE TD4 (4X4),LF MY09,2008,2000s,14990.0,budget,181365.0,high,Wagon,Automatic,Diesel,Used,2179.0,Grey,5
12847865,Ford,Falcon,XR8,BA Mkii,2004,2000s,18990.0,economy,212517.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,5408.0,Silver,5
12847866,Ford,Falcon,XR6,BF Mkii,2006,2000s,12990.0,budget,259870.0,very_high,Utility,Automatic,Unleaded Petrol,Used,3984.0,Grey,2
12847867,Ford,Falcon,XR6,FG,2009,2000s,9990.0,budget,248000.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,3984.0,Blue,5
12847868,Mitsubishi,Pajero,Platinum Edition,NW MY12,2012,2010s,26990.0,economy,194291.0,high,Wagon,Automatic,Diesel,Used,3200.0,White,7
12847869,Ford,Falcon,G6E,FG MK2,2013,2010s,14990.0,budget,179267.0,high,Sedan,Automatic,Unleaded Petrol,Used,3984.0,Gold,5
12847870,Toyota,Landcruiser Prado,Kakadu (4X4),GRJ150R,2009,2000s,32990.0,mid_range,254864.0,very_high,Wagon,Automatic,Unleaded Petrol,Used,3956.0,Blue,7
12847872,Jeep,Wrangler,Sport (4X4),JK MY13,2013,2010s,23990.0,economy,160609.0,high,Softtop,Manual,Unleaded Petrol,Used,3604.0,Yellow,4
12847873,Ford,Ranger,XL HI-Rider (4X2),PK,2010,2010s,12990.0,budget,314598.0,very_high,Dual Cab Pick-Up,Manual,Diesel,Used,2953.0,White,5
12847874,Kia,Cerato,Sport,YD MY18,2018,2010s,24980.0,economy,33191.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1999.0,Grey,5
12847876,Audi,TT,2.0 TDI Quattro,8J MY12,2013,2010s,31990.0,mid_range,76000.0,average,Coupe,Automatic,Diesel,Used,1968.0,Red,4
12847878,Toyota,Camry,Atara S,ASV50R,2015,2010s,23990.0,economy,49870.0,moderate,Sedan,Automatic,Unleaded Petrol,Used,2494.0,Red,5
12847879,Audi,A3,1.8 Tfsi Attraction,8P MY11,2011,2010s,18990.0,economy,88826.0,average,Cabriolet,Automatic,Premium Unleaded Petrol,Used,1798.0,Silver,4
12847880,Volkswagen,Golf,110 TSI Trendline,AU MY19,2019,2010s,24990.0,economy,49093.0,moderate,Hatchback,Automatic,Premium Unleaded Petrol,Used,1395.0,White,5
12847882,Mazda,CX-5,Grand Tourer (4X4),MY13,2013,2010s,20990.0,economy,144289.0,high,Wagon,Automatic,Unleaded Petrol,Used,2488.0,Black,5
12847894,Toyota,Corolla,Ascent Sport Hybrid,ZWE211R,2022,2020s,41880.0,mid_range,10542.0,low,Hatchback,Automatic,Unleaded Petrol/Electric,Used,1798.0,White,5
12847899,Hyundai,Santa FE,Active Crdi (4X4),DM SER II (DM3) Update,2017,2010s,32970.0,mid_range,46283.0,moderate,Wagon,Automatic,Diesel,Used,2199.0,Silver,7
12847905,Toyota,Landcruiser Prado,GXL (4X4),KZJ120R,2003,2000s,11990.0,budget,440281.0,very_high,Wagon,Automatic,Diesel,Used,2982.0,Grey,8
12847907,Isuzu,D-MAX,LS-M (4X4),RG MY22,2021,2020s,64990.0,premium,25189.0,moderate,Crew Cab Chassis,Automatic,Diesel,Used,2999.0,Grey,5
12847908,Volkswagen,Tiguan,Allspace 162TSI Adventure,5NA MY22,2022,2020s,55932.0,premium,15.0,low,Wagon,Automatic,Premium Unleaded Petrol,New In Stock,1984.0,Black,5
12847911,Audi,A4,1.8T Quattro,B7,2006,2000s,13980.0,budget,139889.0,high,Sedan,Manual,Premium Unleaded Petrol,Used,1781.0,Silver,5
12847918,Mercedes-Benz,ML350,CDI Sports (4X4),164 MY11,2011,2010s,23980.0,economy,195522.0,high,Wagon,Automatic,Diesel,Used,2987.0,Blue,5
12847920,Toyota,Corolla,Ascent Sport,ZRE182R MY17,2018,2010s,26990.0,economy,20346.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1798.0,Car,5
12847931,Subaru,Impreza,WRX STI,MY06,2005,2000s,52888.0,premium,93288.0,average,Sedan,Manual,Unleaded Petrol,Used,2457.0,White,5
12847932,Audi,RS3,Sportback Quattro,8V MY18,2018,2010s,79888.0,premium,50982.0,moderate,Hatchback,Automatic,Premium Unleaded Petrol,Used,2480.0,Black,5
12847954,Ford,Ranger,Wildtrak 3.2 (4X4) (5 YR),PX Mkii MY18,2018,2010s,52990.0,premium,80098.0,average,Dual Cab Pick-Up,Automatic,Diesel,Used,3198.0,White,5
12847963,Toyota,Hilux,SR (4X4),GUN126R MY17,2018,2010s,36990.0,mid_range,217824.0,very_high,Dual Cab Utility,Automatic,Diesel,Used,2753.0,White,5
12847971,Nissan,X-Trail,ST (4WD),T32 Series 2,2017,2010s,31999.0,mid_range,44910.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,2488.0,Silver,5
12847978,Mitsubishi,ASX,ES (2WD),XD MY20,2019,2010s,27800.0,economy,55501.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,1999.0,Blue,5
12847982,Kia,Cerato,S (AV),BD MY19,2018,2010s,19800.0,economy,72226.0,average,Hatchback,Automatic,Unleaded Petrol,Used,1999.0,Blue,5
12847992,Toyota,Yaris,Ascent,NCP130R MY18,2019,2010s,18990.0,economy,86469.0,average,Hatchback,Manual,Unleaded Petrol,Used,1299.0,Yellow,5
12847993,Subaru,Forester,2.5I Premium (awd),MY20,2020,2020s,45771.0,mid_range,18219.0,low,Wagon,Automatic,Unleaded Petrol,Used,2498.0,White,5
12847996,Toyota,Camry,Atara SL,ASV50R,2013,2010s,19990.0,economy,70500.0,average,Sedan,Automatic,Unleaded Petrol,Used,2494.0,Bronze,5
12847999,Mercedes-Benz,GLE63,S 4Matic,292,2015,2010s,89888.0,luxury,146000.0,high,Coupe,Automatic,Premium Unleaded Petrol,Used,5461.0,White,5
12848000,Mazda,2,G15 GT,200R,2022,2020s,30952.0,mid_range,10.0,low,Hatchback,Automatic,Unleaded Petrol,New In Stock,1496.0,Red,5
12848001,Land Rover,Range Rover Sport,V8 SC HSE Dynamic,LW MY18,2018,2010s,179990.0,luxury,64619.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,4999.0,Grey,5
12848002,Hyundai,Santa FE,Elite Crdi (4X4),DM Series II (DM3),2015,2010s,20000.0,economy,200100.0,very_high,Wagon,Automatic,Diesel,Used,2199.0,Silver,7
12848003,Holden,Colorado,LS (4X4),RG MY17,2016,2010s,39990.0,mid_range,88232.0,average,Crew Cab Pickup,Automatic,Diesel,Used,2776.0,White,5
12848004,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,2010s,28490.0,economy,89070.0,average,Wagon,Automatic,Unleaded Petrol,Used,1987.0,Grey,5
12848005,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,2010s,29990.0,economy,66941.0,average,Wagon,Automatic,Unleaded Petrol,Used,1987.0,White,5
12848006,Mercedes-Benz,Vito,116 Bluetec SWB,447,2016,2010s,44990.0,mid_range,3804.0,low,Van,Automatic,Diesel,Used,2143.0,White,2
12848007,Volkswagen,Golf,110 TSI Comfortline,AU MY18,2018,2010s,24990.0,economy,52626.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,1395.0,White,5
12848008,Nissan,X-Trail,ST (2WD),T32 Series 2,2018,2010s,23490.0,economy,102724.0,average,Wagon,Automatic,Unleaded Petrol,Used,2488.0,Silver,5
12848009,Volkswagen,Golf,110 TSI Comfortline,AU MY18,2018,2010s,24990.0,economy,51645.0,moderate,Wagon,Automatic,Premium Unleaded Petrol,Used,1395.0,White,5
12848010,Hyundai,Iload,3S Liftback,TQ Series II (TQ3) MY1,2017,2010s,35990.0,mid_range,87354.0,average,Van,Automatic,Diesel,Used,2497.0,White,3
12848011,Ford,Ranger,XLT 3.2 HI-Rider (4X2),PX Mkii MY18,2018,2010s,45990.0,mid_range,84669.0,average,Super Cab Utility,Automatic,Diesel,Used,3198.0,Silver,4
12848012,Nissan,X-Trail,ST (2WD),T32 Series 2,2018,2010s,23990.0,economy,94909.0,average,Wagon,Automatic,Unleaded Petrol,Used,2488.0,Grey,5
12848013,Toyota,RAV4,GX (4X4),ASA44R MY18,2018,2010s,32990.0,mid_range,33595.0,moderate,Wagon,Automatic,Unleaded Petrol,Used,2494.0,White,5
12848014,Hyundai,Sonata,Active,LF4 MY18,2018,2010s,19490.0,economy,105052.0,average,Sedan,Automatic,Unleaded Petrol,Used,2359.0,Silver,5
12848025,Mazda,3,Maxx Sport,BN MY18,2018,2010s,21919.0,economy,82758.0,average,Hatchback,Automatic,Unleaded Petrol,Used,1998.0,White,5
12848027,Honda,Accord,V6-L,60,2014,2010s,23990.0,economy,95233.0,average,Sedan,Automatic,Unleaded Petrol,Used,3471.0,Silver,5
12848033,Hyundai,Tucson,Highlander (awd),TLE,2015,2010s,32888.0,mid_range,86592.0,average,Wagon,Automatic,Diesel,Used,1995.0,White,5
12848037,Lexus,LX470,(4X4),UZJ100R,1998,1990s,21990.0,economy,327580.0,very_high,Wagon,Automatic,Premium Unleaded Petrol,Used,4664.0,Gold,8
12848038,Honda,Civic,VTI,MY08,2008,2000s,8990.0,budget,130047.0,high,Sedan,Automatic,Unleaded Petrol,Used,1799.0,Blue,5
12848041,Mercedes-Benz,ML350,CDI Bluetec (4X4),166,2014,2010s,43999.0,mid_range,64000.0,average,Wagon,Automatic,Diesel,Used,2987.0,White,5
12848051,Ford,Ranger,Wildtrak 3.2 (4X4),PX Mkii MY17,2016,2010s,47888.0,mid_range,92945.0,average,Dual Cab Pick-Up,Automatic,Diesel,Used,3198.0,Orange,5
12848056,Nissan,Patrol,DX (4X4),MY11 Upgrade,2013,2010s,27990.0,economy,273000.0,very_high,Leaf Cab Chassis,Manual,Diesel,Used,2953.0,White,3
12848057,Honda,Accord Euro,Euro,10 MY11,2011,2010s,13999.0,budget,147506.0,high,Sedan,Automatic,Premium Unleaded Petrol,Used,2354.0,Silver,5
12848059,Ford,Focus,CL,LR,2004,2000s,4999.0,budget,284141.0,very_high,Hatchback,Automatic,Unleaded Petrol,Used,1989.0,Red,5
12848060,Mitsubishi,Lancer,VR,CJ MY09,2009,2000s,10999.0,budget,86000.0,average,Sedan,Manual,Unleaded Petrol,Used,1998.0,Silver,5
12848067,Holden,Cruze,SRI V,JH MY14,2013,2010s,12990.0,budget,141219.0,high,Sedan,Automatic,Unleaded Petrol,Used,1600.0,Blue,5
12848068,Honda,Odyssey,Luxury,20,2005,2000s,6999.0,budget,430423.0,very_high,Wagon,Automatic,Unleaded Petrol,Used,2354.0,Red,7
12848069,Toyota,RAV4,GX (2WD),ZSA42R MY18,2018,2010s,26999.0,economy,131566.0,high,Wagon,Automatic,Unleaded Petrol,Used,1987.0,White,5
12848073,Toyota,Aurion,AT-X,GSV50R MY16,2016,2010s,20999.0,economy,90501.0,average,Sedan,Automatic,Unleaded Petrol,Used,3456.0,White,5
12848100,Ford,Everest,Trend (4WD 7 Seat),UA II MY19,2019,2010s,43800.0,mid_range,155882.0,high,Wagon,Automatic,Diesel,Used,3198.0,White,7
12848108,Toyota,Hilux,SR5 (4X4),KUN26R 07 Upgrade,2008,2000s,19000.0,economy,319000.0,very_high,Dual Cab Pick-Up,Automatic,Diesel,Used,2982.0,White,5
12848112,Holden,Cruze,CD,JG,2010,2010s,7999.0,budget,225905.0,very_high,Sedan,Automatic,Diesel,Used,1991.0,Grey,5
12848115,Kia,Carnival,S,VQ MY11,2011,2010s,19999.0,economy,87000.0,average,Wagon,Automatic,Unleaded Petrol,Used,2656.0,Grey,8
12848116,Honda,Accord Euro,Luxury,MY06 Upgrade,2007,2000s,9990.0,budget,70328.0,average,Sedan,Automatic,Premium Unleaded Petrol,Used,2354.0,Silver,5
12848118,Subaru,Impreza,R (awd),MY09,2009,2000s,12999.0,budget,68860.0,average,Hatchback,Manual,Premium Unleaded Petrol,Used,1994.0,Silver,5
12848119,Ford,Fiesta,LX,WT,2012,2010s,6999.0,budget,153541.0,high,Hatchback,Manual,Unleaded Petrol,Used,1596.0,White,5
12848120,Honda,Jazz,GLI,GE,2009,2000s,11999.0,budget,127511.0,high,Hatchback,Automatic,Unleaded Petrol,Used,1339.0,Red,5
12848121,Hyundai,I45,Elite,YF,2010,2010s,7990.0,budget,260031.0,very_high,Sedan,Automatic,Unleaded Petrol,Used,2359.0,Grey,5
12848122,Nissan,Dualis,TI-L (4X4),J10 MY13,2013,2010s,16999.0,economy,144919.0,high,Wagon,Automatic,Unleaded Petrol,Used,1997.0,White,5
12848123,Honda,Accord,VTI,60,2013,2010s,12990.0,budget,148210.0,high,Sedan,Automatic,Unleaded Petrol,Used,2356.0,Silver,5
12848124,Mercedes-Benz,C250,CDI BE,W204 MY11,2011,2010s,18990.0,economy,91381.0,average,Coupe,Automatic,Diesel,Used,2148.0,Silver,4
12848137,Audi,A3,1.4 Tfsi Sportback COD,8V MY18,2018,2010s,32800.0,mid_range,38091.0,moderate,Hatchback,Automatic,Premium Unleaded Petrol,Used,1395.0,White,5
12848141,Renault,Koleos,Life (4X2),XZG MY18,2017,2010s,24850.0,economy,71522.0,average,Wagon,Automatic,Premium Unleaded Petrol,Used,2488.0,Silver,5
12848146,Mitsubishi,ASX,(2WD),XB MY13,2013,2010s,16999.0,economy,142276.0,high,Wagon,Automatic,Unleaded Petrol,Used,1998.0,White,5
12848147,Mazda,CX-5,Maxx (4X2),MY15,2015,2010s,16999.0,economy,198359.0,high,Wagon,Manual,Unleaded Petrol,Used,1997.0,White,5
12848150,Toyota,Camry,Ascent Sport Hybrid,Axvh70R,2021,2020s,44990.0,mid_range,22997.0,moderate,Sedan,Automatic,Premium Unleaded/Electric,Used,2494.0,Silver,5
12848152,Toyota,Corolla,SX,Mzea12R,2019,2010s,26990.0,economy,8470.0,low,Hatchback,Automatic,Unleaded Petrol,Used,1987.0,Red,5
12848157,Subaru,Forester,XS,MY12,2012,2010s,14990.0,budget,134251.0,high,Wagon,Automatic,Unleaded Petrol,Used,2498.0,Red,5
12848158,Suzuki,Swift,GL Navi,AZ Series II,2020,2020s,21990.0,economy,15750.0,low,Hatchback,Manual,Unleaded Petrol,Used,1242.0,White,5
12848159,Mazda,3,SP25 GT,BN MY17,2018,2010s,28000.0,economy,33408.0,moderate,Sedan,Manual,Unleaded Petrol,Used,2488.0,Machine,5
12848161,Kia,Cerato,S Safety Pack,BD MY21,2020,2020s,23990.0,economy,52310.0,moderate,Hatchback,Automatic,Unleaded Petrol,Used,1999.0,White,5
12848164,Toyota,Landcruiser Prado,VX,GDJ150R,2022,2020s,92000.0,luxury,4974.0,low,Wagon,Automatic,Diesel,Used,2755.0,Grey,7
12848166,Audi,A5,Sportback 3.0 TDI Quattro,8T MY16,2016,2010s,36990.0,mid_range,73424.0,average,Hatchback,Automatic,Diesel,Used,2967.0,Black,4
